design,seed,n,d,phi,dispersion,fit_end,val_end,test_end,ar_model,method,q_total,q_cov,n_active_mean,n_active_diag,n_active_offdiag,reference_condition,mean_dispersion,spectral_shell_low,spectral_shell_high,ridge,val_w2_mean,test_w2_mean,test_w2_median,test_w2_q90,test_mean_component,test_cov_component,n_test_pairs,min_pred_eig,w2_ratio_to_persistence,cov_ratio_to_persistence,mean_ratio_to_persistence
Shorter series,18,200,8,0.7,0.35,90,130,200,diag,persistence,44,36,3,3,10,8.0,0.03,0.05,20.0,,1.3508089271065928,1.5550783337275074,,,0.0016352146029826886,1.553443119124525,70,0.04999999999999836,1.0,1.0,1.0
Shorter series,18,200,8,0.7,0.35,90,130,200,diag,euclidean_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.3754908755952553,1.5140322774113242,1.4945464512642008,2.215659867564604,0.001387819806743605,1.5126444576045808,70,0.17656579567164382,0.9736051519554026,0.9737366234928916,0.848708055940898
Shorter series,18,200,8,0.7,0.35,90,130,200,diag,cholesky_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.4913464176463296,1.5964731400613739,1.5892165082161585,2.2170907286470727,0.001387819806743605,1.5950853202546305,70,0.08507199442022911,1.026619113285852,1.0268063893794668,0.848708055940898
Shorter series,18,200,8,0.7,0.35,90,130,200,diag,log_euclidean_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.3443763060424616,1.4882376328280957,1.5385521357694563,2.2366753202453826,0.001387819806743605,1.486849813021352,70,0.08620016895808293,0.9570177916766449,0.9571318027140234,0.848708055940898
Shorter series,18,200,8,0.7,0.35,90,130,200,diag,bwar_barycenter,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.2181368828929666,1.3784000520646438,1.3980799542646007,2.0229231013626183,0.0013878198067436211,1.3770122322579004,70,0.12491786191945883,0.8863862495985219,0.8864259111295585,0.8487080559409078
Shorter series,19,200,8,0.7,0.35,90,130,200,diag,persistence,44,36,3,3,10,8.0,0.03,0.05,20.0,,1.4792439235778696,1.5930002815222255,,,0.0018709241902983703,1.591129357331927,70,0.04999999999999787,1.0,1.0,1.0
Shorter series,19,200,8,0.7,0.35,90,130,200,diag,euclidean_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.4833187662298777,1.5339040478215944,1.5634595739716333,2.301566740334142,0.0015229433506593478,1.532381104470935,70,0.11969136481276259,0.9629025591607803,0.9630776387914157,0.814005911386753
Shorter series,19,200,8,0.7,0.35,90,130,200,diag,cholesky_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.562623555590068,1.6669498478077402,1.5808434405247662,2.645234468957044,0.0015229433506593478,1.665426904457081,70,0.08755853531865584,1.0464215651078546,1.0466948502852964,0.814005911386753
Shorter series,19,200,8,0.7,0.35,90,130,200,diag,log_euclidean_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.4934384404952232,1.5484492216271868,1.4570548666064682,2.3509092307960384,0.0015229433506593478,1.5469262782765274,70,0.0935450981167781,0.9720332379022136,0.9722190538112369,0.814005911386753
Shorter series,19,200,8,0.7,0.35,90,130,200,diag,bwar_barycenter,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.3526117899631365,1.4158015712031244,1.4352426494246386,2.1410731014639914,0.0015229433506593361,1.4142786278524648,70,0.1351105364179731,0.8887641688614298,0.888852073111131,0.8140059113867467
Shorter series,20,200,8,0.7,0.35,90,130,200,diag,persistence,44,36,3,3,10,8.0,0.03,0.05,20.0,,1.590204790919133,1.8651920686297991,,,0.0015579228983761287,1.863634145731423,70,0.049999999999998136,1.0,1.0,1.0
Shorter series,20,200,8,0.7,0.35,90,130,200,diag,euclidean_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.614193337364188,1.7159880140965686,1.6427567781312393,2.5683686726680914,0.0014080022992854298,1.714580011797283,70,0.08500567887486715,0.9200060642318524,0.9200196378266934,0.9037689225526079
Shorter series,20,200,8,0.7,0.35,90,130,200,diag,cholesky_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.7001347514498657,1.8989078446065832,1.7771143516877292,2.7134717292869444,0.0014080022992854298,1.8974998423072975,70,0.06171393230789968,1.0180763024590558,1.018171858813299,0.9037689225526079
Shorter series,20,200,8,0.7,0.35,90,130,200,diag,log_euclidean_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.609727818730919,1.828495546423637,1.7514568504203183,2.676741991472883,0.0014080022992854298,1.827087544124352,70,0.09359938888955008,0.9803256067708244,0.9803896050677224,0.9037689225526079
Shorter series,20,200,8,0.7,0.35,90,130,200,diag,bwar_barycenter,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.4804108520583465,1.6333028489810069,1.5564688566819038,2.43076465459975,0.0014080022992854532,1.6318948466817214,70,0.11370058251213323,0.8756754204840995,0.8756519354506941,0.9037689225526229
Shorter series,21,200,8,0.7,0.35,90,130,200,diag,persistence,44,36,3,3,10,8.0,0.03,0.05,20.0,,1.5138700333217694,1.4932555835517927,,,0.0015134168368669066,1.4917421667149255,70,0.04999999999999867,1.0,1.0,1.0
Shorter series,21,200,8,0.7,0.35,90,130,200,diag,euclidean_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.4446404983518217,1.60157642037885,1.5431788421728645,2.3152553144898578,0.001430539287079437,1.6001458810917708,70,0.06467887525820257,1.0725400514287113,1.072669203026934,0.9452381209402668
Shorter series,21,200,8,0.7,0.35,90,130,200,diag,cholesky_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.5809725523843572,1.5567225794796384,1.4246504645218567,2.4159705430439113,0.001430539287079437,1.555292040192559,70,0.09892961398505411,1.0425024333589874,1.0426011108994668,0.9452381209402668
Shorter series,21,200,8,0.7,0.35,90,130,200,diag,log_euclidean_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.5356304865073187,1.4809685969049997,1.363601617438612,2.191318891956479,0.001430539287079437,1.4795380576179205,70,0.10386693859846428,0.9917716787520274,0.9918188884317183,0.9452381209402668
Shorter series,21,200,8,0.7,0.35,90,130,200,diag,bwar_barycenter,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.366643310467374,1.3966487353348902,1.2724760020461758,2.1269833140886996,0.0014305392870794158,1.3952181960478105,70,0.13072299062670137,0.9353045457984375,0.9352944678907364,0.9452381209402527
Shorter series,22,200,8,0.7,0.35,90,130,200,diag,persistence,44,36,3,3,10,8.0,0.03,0.05,20.0,,1.5505523000082035,1.3889786948435696,,,0.0016450926810150064,1.3873336021625549,70,0.04999999999999844,1.0,1.0,1.0
Shorter series,22,200,8,0.7,0.35,90,130,200,diag,euclidean_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.5378197515598175,1.394873579676939,1.2997062520490055,2.0763088036555235,0.0013941350790189159,1.3934794445979204,70,0.2105282249994223,1.004244042659008,1.0044299672593422,0.8474507820184015
Shorter series,22,200,8,0.7,0.35,90,130,200,diag,cholesky_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.5426358771327549,1.4799024867858337,1.3848497129181492,2.2664675582106377,0.0013941350790189159,1.4785083517068147,70,0.10347127340801206,1.0654608974779878,1.065719412693629,0.8474507820184015
Shorter series,22,200,8,0.7,0.35,90,130,200,diag,log_euclidean_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.494983097641768,1.4368307228950161,1.3279680340880953,2.228928092437464,0.0013941350790189159,1.4354365878159976,70,0.09325791618913153,1.0344512325704431,1.0346729766931764,0.8474507820184015
Shorter series,22,200,8,0.7,0.35,90,130,200,diag,bwar_barycenter,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.3719253448553936,1.2660240921368655,1.1356581139007769,2.007245740922593,0.0013941350790189978,1.264629957057846,70,0.14579311004821563,0.9114784098826285,0.9115543334974081,0.8474507820184513
Shorter series,23,200,8,0.7,0.35,90,130,200,diag,persistence,44,36,3,3,10,8.0,0.03,0.05,20.0,,1.4434106824414683,1.3911834221679897,,,0.0017545444576904127,1.3894288777102992,70,0.049999999999998816,1.0,1.0,1.0
Shorter series,23,200,8,0.7,0.35,90,130,200,diag,euclidean_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.4603545852872784,1.4795529366712807,1.4013974615661162,2.075555398957882,0.0015077858035669983,1.4780451508677137,70,0.1867891439531102,1.063521109506594,1.0637789199425949,0.8593602726668812
Shorter series,23,200,8,0.7,0.35,90,130,200,diag,cholesky_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.4673521741174693,1.4006365199904458,1.3416535492019492,2.127439982743964,0.0015077858035669983,1.399128734186879,70,0.10932919168981968,1.0067950046498717,1.0069811824355952,0.8593602726668812
Shorter series,23,200,8,0.7,0.35,90,130,200,diag,log_euclidean_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.3898119306959245,1.3317054483246096,1.317364162352614,2.031115320883884,0.0015077858035669983,1.3301976625210425,70,0.09135677376768503,0.9572464903652381,0.9573700992260458,0.8593602726668812
Shorter series,23,200,8,0.7,0.35,90,130,200,diag,bwar_barycenter,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.2921648256813583,1.2716355148426477,1.1404182310619038,1.9430800025248138,0.0015077858035669669,1.2701277290390809,70,0.1210190289919525,0.9140674727570853,0.9141365559726814,0.8593602726668633
Shorter series,24,200,8,0.7,0.35,90,130,200,diag,persistence,44,36,3,3,10,8.0,0.03,0.05,20.0,,1.7319768566520295,1.7854505820927602,,,0.0017222962075181363,1.7837282858852423,70,0.04999999999999762,1.0,1.0,1.0
Shorter series,24,200,8,0.7,0.35,90,130,200,diag,euclidean_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.6795077332983557,1.75386820818686,1.6292839152967524,2.5176267619702877,0.0014670772129079278,1.752401130973952,70,0.09499268089447087,0.9823112584449792,0.9824372606751913,0.8518146916331052
Shorter series,24,200,8,0.7,0.35,90,130,200,diag,cholesky_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.6872028330731923,1.73350160661636,1.6539009022347382,2.6293460764904095,0.0014670772129079278,1.7320345294034525,70,0.08166306952066396,0.9709042770506088,0.9710192651589113,0.8518146916331052
Shorter series,24,200,8,0.7,0.35,90,130,200,diag,log_euclidean_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.6616430827274784,1.7228961298067988,1.5795981091919309,2.829376333023885,0.0014670772129079278,1.7214290525938911,70,0.09962580979654953,0.9649643328617697,0.9650735855991469,0.8518146916331052
Shorter series,24,200,8,0.7,0.35,90,130,200,diag,bwar_barycenter,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.5362370760863877,1.581736660824784,1.4351364643226685,2.491181788982387,0.001467077212908077,1.5802695836118759,70,0.13011055595132665,0.8859033549787756,0.8859362696194547,0.8518146916331919
Shorter series,25,200,8,0.7,0.35,90,130,200,diag,persistence,44,36,3,3,10,8.0,0.03,0.05,20.0,,1.537400177936708,1.6367979840472877,,,0.0014721816598672584,1.6353258023874202,70,0.04999999999999833,1.0,1.0,1.0
Shorter series,25,200,8,0.7,0.35,90,130,200,diag,euclidean_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.5723162209140944,1.5823673112471937,1.5449496757487786,2.2770726662511613,0.0012217990204866568,1.581145512226707,70,0.1690931747410208,0.966745637928082,0.9668688098227185,0.8299240873553759
Shorter series,25,200,8,0.7,0.35,90,130,200,diag,cholesky_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.5845362985634135,1.5399390909833077,1.5614085646462632,2.2976376291353406,0.0012217990204866568,1.5387172919628211,70,0.07184822952382426,0.9408241615593402,0.9409239979681359,0.8299240873553759
Shorter series,25,200,8,0.7,0.35,90,130,200,diag,log_euclidean_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.612227375679128,1.4809496587686963,1.5017682803470336,2.253703483090016,0.0012217990204866568,1.4797278597482095,70,0.10041544080088523,0.9047846302368803,0.9048520225070427,0.8299240873553759
Shorter series,25,200,8,0.7,0.35,90,130,200,diag,bwar_barycenter,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.452858392667463,1.405293971211209,1.3903265253606394,2.158714050751403,0.0012217990204866568,1.4040721721907221,70,0.12545884020272968,0.8585628678111871,0.8585886495161454,0.8299240873553759
Shorter series,26,200,8,0.7,0.35,90,130,200,diag,persistence,44,36,3,3,10,8.0,0.03,0.05,20.0,,1.6461791652005637,1.5163647100249327,,,0.0016309815573649195,1.5147337284675677,70,0.04999999999999773,1.0,1.0,1.0
Shorter series,26,200,8,0.7,0.35,90,130,200,diag,euclidean_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,0.001,1.5617375700556608,1.4006827697490525,1.3165449035629342,2.1693239383863494,0.001349240653062435,1.3993335290959898,70,0.0899628364141435,0.9237110046738175,0.9238148611846608,0.8272568423411994
Shorter series,26,200,8,0.7,0.35,90,130,200,diag,cholesky_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.6081705037945433,1.5734367042517017,1.5315365452066962,2.4106677602203117,0.0013491168384359375,1.5720875874132663,70,0.08654677607633532,1.0376373796155085,1.0378639874902122,0.8271809281618278
Shorter series,26,200,8,0.7,0.35,90,130,200,diag,log_euclidean_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.4694330910913969,1.4164190891637214,1.3241270493660084,2.209341590442842,0.0013491168384359375,1.4150699723252855,70,0.09814856694647205,0.9340886660046527,0.934203778347822,0.8271809281618278
Shorter series,26,200,8,0.7,0.35,90,130,200,diag,bwar_barycenter,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.4295737052750128,1.3061624867812616,1.188772311970118,2.1524337678627297,0.001349116838436013,1.3048133699428253,70,0.1295799351779663,0.8613775288662482,0.8614143498757927,0.827180928161874
Shorter series,27,200,8,0.7,0.35,90,130,200,diag,persistence,44,36,3,3,10,8.0,0.03,0.05,20.0,,1.3980121596893942,1.6054674470163606,,,0.0020289660295733625,1.6034384809867874,70,0.04999999999999894,1.0,1.0,1.0
Shorter series,27,200,8,0.7,0.35,90,130,200,diag,euclidean_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.3666774139309328,1.543847113826512,1.3967220689288813,2.3151021144352533,0.0016835379842661767,1.5421635758422456,70,0.14317133317431566,0.961618447446963,0.9617853095886585,0.829751686192686
Shorter series,27,200,8,0.7,0.35,90,130,200,diag,cholesky_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.295258770714431,1.7548449554923158,1.5540773690648249,3.059091045040696,0.0016835379842661767,1.7531614175080499,70,0.07302632738859186,1.0930430005002978,1.0933761652203333,0.829751686192686
Shorter series,27,200,8,0.7,0.35,90,130,200,diag,log_euclidean_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.2721269669099176,1.5936779600318043,1.434479311043238,2.4857311053110265,0.0016835379842661767,1.5919944220475382,70,0.08561365545882975,0.9926566639476458,0.9928628013640995,0.829751686192686
Shorter series,27,200,8,0.7,0.35,90,130,200,diag,bwar_barycenter,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.214659610003133,1.4425137312200949,1.2733513294196732,2.294373875618124,0.0016835379842662366,1.4408301932358287,70,0.1025145339157099,0.8985007661792814,0.898587760192155,0.8297516861927154
Shorter series,28,200,8,0.7,0.35,90,130,200,diag,persistence,44,36,3,3,10,8.0,0.03,0.05,20.0,,1.6107614917049418,1.2891399306043059,,,0.0017914482430567524,1.2873484823612493,70,0.04999999999999763,1.0,1.0,1.0
Shorter series,28,200,8,0.7,0.35,90,130,200,diag,euclidean_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.5795469988707858,1.3176705843475025,1.3140437632633457,1.8429704856927893,0.0015880477597615163,1.3160825365877409,70,0.09593620802068291,1.0221315413989407,1.0223203387584594,0.886460307137775
Shorter series,28,200,8,0.7,0.35,90,130,200,diag,cholesky_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.6529382487787039,1.398306782787722,1.3085548910744351,2.0352304375324834,0.0015880477597615163,1.3967187350279606,70,0.08264146699798912,1.0846819259816445,1.0849577671976627,0.886460307137775
Shorter series,28,200,8,0.7,0.35,90,130,200,diag,log_euclidean_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.5792179644071855,1.3816708905726376,1.2837908787657617,2.082112846757904,0.0015880477597615163,1.3800828428128764,70,0.09479528599228823,1.07177728171445,1.072035165087183,0.886460307137775
Shorter series,28,200,8,0.7,0.35,90,130,200,diag,bwar_barycenter,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.4493335156590736,1.2088873874113577,1.153395658405478,1.8363454215156698,0.0015880477597615438,1.2072993396515965,70,0.12668072639149286,0.9377472210054587,0.9378185908427631,0.8864603071377904
Shorter series,29,200,8,0.7,0.35,90,130,200,diag,persistence,44,36,3,3,10,8.0,0.03,0.05,20.0,,1.7699103073954467,1.6193687726652786,,,0.0016420942405403428,1.617726678424738,70,0.04999999999999765,1.0,1.0,1.0
Shorter series,29,200,8,0.7,0.35,90,130,200,diag,euclidean_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.6871422705705315,1.6506189242474802,1.5955784018962584,2.282701785321927,0.0014230786618967092,1.6491958455855835,70,0.2075251677828438,1.0192977363215223,1.0194527095216657,0.866624233106399
Shorter series,29,200,8,0.7,0.35,90,130,200,diag,cholesky_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.673842220203231,1.6742656982939008,1.6231519021609129,2.351912350226968,0.0014230786618967092,1.672842619632004,70,0.09888048930474677,1.0339002002232442,1.0340699958419028,0.866624233106399
Shorter series,29,200,8,0.7,0.35,90,130,200,diag,log_euclidean_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.6438386987171683,1.5755756814949904,1.5001808477035583,2.2322680625304274,0.0014230786618967092,1.5741526028330937,70,0.11023305631138869,0.972956690341626,0.9730646244679141,0.866624233106399
Shorter series,29,200,8,0.7,0.35,90,130,200,diag,bwar_barycenter,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.5454607475974549,1.4670997335244835,1.4609295691453372,2.0016978998174726,0.001423078661896706,1.4656766548625866,70,0.13745499334576092,0.9059701275515032,0.9060100661069581,0.866624233106397
Shorter series,30,200,8,0.7,0.35,90,130,200,diag,persistence,44,36,3,3,10,8.0,0.03,0.05,20.0,,1.640854548288256,1.4362859305589297,,,0.001534319549221535,1.4347516110097076,70,0.049999999999996846,1.0,1.0,1.0
Shorter series,30,200,8,0.7,0.35,90,130,200,diag,euclidean_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.537441585647968,1.404362089190683,1.2909194655960272,2.1950460689246007,0.0013288277326794313,1.403033261458003,70,0.03697142075324078,0.9777733383798979,0.97789279391059,0.8660697397446552
Shorter series,30,200,8,0.7,0.35,90,130,200,diag,cholesky_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.5718493777159566,1.4431140951184525,1.3047937414605473,2.168822009960189,0.0013288277326794313,1.4417852673857732,70,0.09386532379808754,1.0047540426416803,1.0049023512656072,0.8660697397446552
Shorter series,30,200,8,0.7,0.35,90,130,200,diag,log_euclidean_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.605185625071595,1.4356095833917613,1.2517937315862233,2.202972813757885,0.0013288277326794313,1.4342807556590824,70,0.09718399527705648,0.9995290999147327,0.9996718209988321,0.8660697397446552
Shorter series,30,200,8,0.7,0.35,90,130,200,diag,bwar_barycenter,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.4461076812428217,1.294843305104453,1.1298000621424218,2.0829983830585643,0.0013288277326794216,1.2935144773717735,70,0.12290489023462485,0.9015219585146014,0.9015598710228746,0.8660697397446487
Shorter series,31,200,8,0.7,0.35,90,130,200,diag,persistence,44,36,3,3,10,8.0,0.03,0.05,20.0,,1.5193976343610163,1.6315925878268045,,,0.001614633545418804,1.6299779542813855,70,0.04999999999999796,1.0,1.0,1.0
Shorter series,31,200,8,0.7,0.35,90,130,200,diag,euclidean_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.4758849539753292,1.5813279537247786,1.5097743848693552,2.2210383720627274,0.0013794059357513475,1.5799485477890267,70,0.005306730193312985,0.9691929011708886,0.969306697455049,0.8543151724210938
Shorter series,31,200,8,0.7,0.35,90,130,200,diag,cholesky_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.6222647974268931,1.6968645783429337,1.5470889319207295,2.7259748256649643,0.0013794059357513475,1.6954851724071824,70,0.06297501001828414,1.0400050790884434,1.0401890209335238,0.8543151724210938
Shorter series,31,200,8,0.7,0.35,90,130,200,diag,log_euclidean_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.529093133768294,1.5557091849875078,1.4647846292824367,2.4357106598036085,0.0013794059357513475,1.5543297790517565,70,0.09736858542407777,0.9534912064412051,0.9535894488444292,0.8543151724210938
Shorter series,31,200,8,0.7,0.35,90,130,200,diag,bwar_barycenter,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.3620929497449683,1.4462672964824095,1.3498871858813506,2.1331967874740245,0.0013794059357513473,1.444887890546658,70,0.13127532543149073,0.8864144807183523,0.8864462778477707,0.8543151724210937
Shorter series,32,200,8,0.7,0.35,90,130,200,diag,persistence,44,36,3,3,10,8.0,0.03,0.05,20.0,,1.6605010315644946,1.4807720947628535,,,0.0021432553573454624,1.4786288394055078,70,0.049999999999996596,1.0,1.0,1.0
Shorter series,32,200,8,0.7,0.35,90,130,200,diag,euclidean_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.566757333787481,1.4949953680661694,1.3703596543097751,2.377434420573631,0.0017648005233936188,1.4932305675427755,70,0.10336643664385069,1.0096053088477426,1.0098751814844478,0.8234205585187103
Shorter series,32,200,8,0.7,0.35,90,130,200,diag,cholesky_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.6623132100508649,1.6323322912010387,1.4587436299941277,2.61327307082446,0.0017648005233936188,1.6305674906776453,70,0.06526620850899631,1.1023521424898661,1.1027564505864942,0.8234205585187103
Shorter series,32,200,8,0.7,0.35,90,130,200,diag,log_euclidean_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.565144747204674,1.534574813596499,1.3616214737299683,2.5894209607622543,0.0017648005233936188,1.5328100130731053,70,0.0973936568678582,1.0363342333529468,1.0366428492557884,0.8234205585187103
Shorter series,32,200,8,0.7,0.35,90,130,200,diag,bwar_barycenter,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.4664210151295343,1.3852321024071366,1.232085948066083,2.300489369787139,0.0017648005233936227,1.3834673018837431,70,0.11899812065960053,0.9354796104723883,0.9356420387688198,0.8234205585187122
Shorter series,33,200,8,0.7,0.35,90,130,200,diag,persistence,44,36,3,3,10,8.0,0.03,0.05,20.0,,1.358313780962693,1.491917186981473,,,0.001686598372853787,1.4902305886086191,70,0.049999999999998344,1.0,1.0,1.0
Shorter series,33,200,8,0.7,0.35,90,130,200,diag,euclidean_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0001,1.377142277227073,1.527954209850556,1.5633884936812532,2.1200583852137647,0.001403979253071814,1.5265502305974845,70,0.131966151644719,1.024154841289814,1.024371826928325,0.8324324721695474
Shorter series,33,200,8,0.7,0.35,90,130,200,diag,cholesky_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.5112589212128165,1.5296803296463524,1.4950266288113883,2.208088373598282,0.0014038174108451265,1.5282765122355073,70,0.10095840336204259,1.025311822260915,1.0255302259379941,0.832336514394838
Shorter series,33,200,8,0.7,0.35,90,130,200,diag,log_euclidean_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.4434481882192247,1.4778747750338412,1.4602336683668504,2.1904649836923893,0.0014038174108451265,1.4764709576229962,70,0.09803437568841031,0.9905876733171477,0.9907667772418564,0.832336514394838
Shorter series,33,200,8,0.7,0.35,90,130,200,diag,bwar_barycenter,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.2317742299235708,1.365881734598508,1.3457865717432984,2.007448371471812,0.0014038174108451315,1.3644779171876624,70,0.13034113218916663,0.9155211472307209,0.915615293108184,0.832336514394841
Shorter series,34,200,8,0.7,0.35,90,130,200,diag,persistence,44,36,3,3,10,8.0,0.03,0.05,20.0,,1.6702631799298302,1.4089746174180708,,,0.0016691068336686463,1.407305510584402,70,0.04999999999999841,1.0,1.0,1.0
Shorter series,34,200,8,0.7,0.35,90,130,200,diag,euclidean_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.5612396819486012,1.398306075004118,1.3470340655887334,2.005703423752847,0.001400731276441667,1.3969053437276762,70,0.2014839031476128,0.9924281514499511,0.9926098727117135,0.8392100782206385
Shorter series,34,200,8,0.7,0.35,90,130,200,diag,cholesky_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.7342694105679672,1.5754953484226255,1.4190213150222164,2.440364016243916,0.001400731276441667,1.5740946171461836,70,0.0932005638636136,1.11818575646856,1.1185166300475298,0.8392100782206385
Shorter series,34,200,8,0.7,0.35,90,130,200,diag,log_euclidean_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.4979074706798752,1.4071136810259064,1.2246774509707883,2.129906012443947,0.001400731276441667,1.4057129497494645,70,0.09371398287936232,0.9986792264607474,0.9988683616862439,0.8392100782206385
Shorter series,34,200,8,0.7,0.35,90,130,200,diag,bwar_barycenter,44,36,3,3,10,8.0,0.03,0.05,20.0,0.001,1.4129394254613428,1.2626616108789435,1.2303849396149595,1.8401821798684719,0.0014009214291320498,1.2612606894498115,70,0.11899792657589695,0.8961563929325823,0.8962237978632348,0.839324003037521
Shorter series,35,200,8,0.7,0.35,90,130,200,diag,persistence,44,36,3,3,10,8.0,0.03,0.05,20.0,,1.588586444370892,1.636454920407077,,,0.0017443819889526454,1.6347105384181249,70,0.04999999999999712,1.0,1.0,1.0
Shorter series,35,200,8,0.7,0.35,90,130,200,diag,euclidean_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.563043630663363,1.5852923215766883,1.4579773190111642,2.458253635731947,0.0014728504142992604,1.5838194711623894,70,0.1009437557202233,0.9687357114501743,0.9688684534296931,0.8443393841641206
Shorter series,35,200,8,0.7,0.35,90,130,200,diag,cholesky_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.7118532487591689,1.65711147243465,1.5889125926917855,2.4234940735335546,0.0014728504142992604,1.6556386220203507,70,0.08676142808093634,1.012622744305376,1.0128023176644334,0.8443393841641206
Shorter series,35,200,8,0.7,0.35,90,130,200,diag,log_euclidean_gaussian_ar,44,36,3,3,10,8.0,0.03,0.05,20.0,1e-06,1.6386572456515551,1.6128616076977766,1.57056897840934,2.44454922127426,0.0014728504142992604,1.6113887572834777,70,0.10383313204176826,0.9855826687218299,0.9857333879077974,0.8443393841641206
